"IdVenta";"Metier";"Puerto.venta";"Trimestre";"Especie.comercial.Gen";"Especie.comercial";"Especie.comercial.ALFA3";"Especie.muestreada";"Especie.muestreada.ALFA3";"Peso";"TripSamp"
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";2310;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";844,25;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallo boscii";"LDB";"Gallo boscii";"LDB";279,210979251;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallo whiffiagonis";"MEG";"Gallo whiffiagonis";"MEG";1052,6790207;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";64,575;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Musola";"Musola";"SMD";"Musola";"SMD";9,272518597;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Musola dentuda - musola estrellada";"Musola dentuda - musola estrellada";"SDS";"Musola dentuda - musola estrellada";"SDS";14,5674814;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Peon - pez plata";"Peon - pez plata";"ARY";"Peon - pez plata";"ARY";19;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";25,6;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Potas Ommastrephidae nep";"Pota voladora";"SQM";"Pota voladora";"SQM";500,5;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";603,94803433;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";3117,6;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Rayas spp";"Raya santiaguesa";"RJN";"Raya santiaguesa";"RJN";356,5;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";63;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Salvario - Escorpion - Escarapote - Araña";"Salvario - Escorpion - Escarapote - Araña";"WEG";"Salvario - Escorpion - Escarapote - Araña";"WEG";970;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Soleidos";"Soldadito";"MKG";"Soldadito";"MKG";362;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Triglidos";"Triglidos";"GUX";"Bejel";"GUU";146,63877357;1
534270;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";1900;1
534289;"GNS_DEF_60-79_0_0";"Pasaia";2;"Congrio";"Congrio";"COE";"Congrio";"COE";64,81;1
534289;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rayas spp";"Raya de clavos";"RJC";"Raya de clavos";"RJC";4;1
534290;"LLS_DEF_0_0_0";"Pasaia";2;"Brotola de fango (Phycis blennoides)";"Brotola de fango (Phycis blennoides)";"GFB";"Brotola de fango (Phycis blennoides)";"GFB";5,17;1
534290;"LLS_DEF_0_0_0";"Pasaia";2;"Cabra (Helicolenus dactylopterus)";"Cabra (Helicolenus dactylopterus)";"BRF";"Cabra (Helicolenus dactylopterus)";"BRF";0,344831461;1
534290;"LLS_DEF_0_0_0";"Pasaia";2;"Congrio";"Congrio";"COE";"Congrio";"COE";8,91;1
534290;"LLS_DEF_0_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";0,645168539;1
534290;"LLS_DEF_0_0_0";"Pasaia";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";9,2;1
534290;"LLS_DEF_0_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";96,43;1
534291;"LLS_DEF_0_0_0";"Pasaia";2;"Cabra (Helicolenus dactylopterus)";"Cabra (Helicolenus dactylopterus)";"BRF";"Cabra (Helicolenus dactylopterus)";"BRF";1,7;1
534291;"LLS_DEF_0_0_0";"Pasaia";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";21,54;1
534291;"LLS_DEF_0_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";124,6528;1
534292;"LLS_DEF_0_0_0";"Pasaia";2;"Brotola de fango (Phycis blennoides)";"Brotola de fango (Phycis blennoides)";"GFB";"Brotola de fango (Phycis blennoides)";"GFB";2,88;1
534292;"LLS_DEF_0_0_0";"Pasaia";2;"Desconocido";"Desconocido";"ZZZ";"Besugo";"SBR";2,1;1
534292;"LLS_DEF_0_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";0,99;1
534292;"LLS_DEF_0_0_0";"Pasaia";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";17,11;1
534292;"LLS_DEF_0_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";110,8612;1
534293;"LLS_DEF_0_0_0";"Pasaia";2;"Cabra (Helicolenus dactylopterus)";"Cabra (Helicolenus dactylopterus)";"BRF";"Cabra (Helicolenus dactylopterus)";"BRF";1,01;1
534293;"LLS_DEF_0_0_0";"Pasaia";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";11,1;1
534293;"LLS_DEF_0_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";105,3126;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Escorpora - obispo";"Escorpora - obispo";"SNQ";"Escorpora - obispo";"SNQ";0,597058824;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";1,34;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";0,735;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";13,2;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Rascacio";"BBS";9,3;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";0,102941176;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";0,73;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sargo";"Sargo";"SWA";"Sargo";"SWA";2,09;1
534306;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sepias y chocos";"Sepia comun";"CTC";"Sepia comun";"CTC";23,7;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";12,9;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";3,675;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Lubina";"Lubina";"BSS";"Lubina";"BSS";2,417974988;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";2,288832203;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";3,643383889;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";21,6;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";19,08;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";32,2;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rayas spp";"Raya de clavos";"RJC";"Raya de clavos";"RJC";4,369209119;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Salema - salpa";"Salema - salpa";"SLM";"Salema - salpa";"SLM";38,23177668;1
534318;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Sargo";"Sargo";"SWA";"Sargo";"SWA";7,2;1
534323;"LLS_DEF_0_0_0";"Santurtzi";2;"Besugo";"Besugo";"SBR";"Besugo";"SBR";0,652448316;1
534323;"LLS_DEF_0_0_0";"Santurtzi";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";4,060424678;1
534323;"LLS_DEF_0_0_0";"Santurtzi";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";10;1
534323;"LLS_DEF_0_0_0";"Santurtzi";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";181,83;1
534358;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Brotola de fango (Phycis blennoides)";"Brotola de fango (Phycis blennoides)";"GFB";"Brotola de fango (Phycis blennoides)";"GFB";73,04;1
534358;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";12;1
534358;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";2304;1
534358;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Maruca - Juliana (Molva molva)";"Maruca - Juliana (Molva molva)";"LIN";"Maruca - Juliana (Molva molva)";"LIN";7,36726635;1
534358;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";2222,86817619;1
534358;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Musola";"Musola";"SMD";"Musola";"SMD";3,576;1
534358;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Peon - pez plata";"Peon - pez plata";"ARY";"Peon - pez plata";"ARY";2;1
534358;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";3;1
534361;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Corvina";"Corvina";"MGR";"Corvina";"MGR";0,66004477;1
534361;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Gallano";"Gallano";"USI";"Gallano";"USI";0,4;1
534361;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Maragota - durdo";"Maragota - durdo";"USB";"Maragota - durdo";"USB";2,871592436;1
534361;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";17,47153317;1
534361;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";2,3;1
534361;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Sargo";"Sargo";"SWA";"Sargo";"SWA";0,623249731;1
534361;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Sargo breado";"Sargo breado";"SBZ";"Sargo breado";"SBZ";2,034722036;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";48,360811692;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";6,6;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallo boscii";"LDB";"Gallo boscii";"LDB";15,408289925;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallo whiffiagonis";"MEG";"Gallo whiffiagonis";"MEG";35,047710078;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";2949,5;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";828,305888062;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Peon - pez plata";"Peon - pez plata";"ARY";"Peon - pez plata";"ARY";67,8;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Pintarroja";"Pintarroja";"SYC";"Pintarroja";"SYC";13,74778059;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Rayas spp";"Raya de clavos";"RJC";"Raya de clavos";"RJC";22,4;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Triglidos";"Triglidos";"GUX";"Perlon";"GUG";4,357130964;1
534362;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";5304;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Escorpora - obispo";"Escorpora - obispo";"SNQ";"Escorpora - obispo";"SNQ";6,822217209;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Gallos - ollarra";"Gallo whiffiagonis";"MEG";"Gallo whiffiagonis";"MEG";0,596130278;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Maragota - durdo";"Maragota - durdo";"USB";"Maragota - durdo";"USB";19,7;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Musola dentuda - musola estrellada";"Musola dentuda - musola estrellada";"SDS";"Musola dentuda - musola estrellada";"SDS";3,77862052;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";1,541613146;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";3,24;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";19,44;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";123,077782791;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";0,986053125;1
534376;"GNS_DEF_60-79_0_0";"Bermeo";2;"Triglidos";"Bejel";"GUU";"Bejel";"GUU";4,2;1
534384;"LLS_DEF_0_0_0";"Santurtzi";2;"Besugo";"Besugo";"SBR";"Besugo";"SBR";1,552104417;1
534384;"LLS_DEF_0_0_0";"Santurtzi";2;"Cabra (Helicolenus dactylopterus)";"Cabra (Helicolenus dactylopterus)";"BRF";"Cabra (Helicolenus dactylopterus)";"BRF";2,478029436;1
534384;"LLS_DEF_0_0_0";"Santurtzi";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";3,126862173;1
534384;"LLS_DEF_0_0_0";"Santurtzi";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";0,66;1
534384;"LLS_DEF_0_0_0";"Santurtzi";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";4;1
534384;"LLS_DEF_0_0_0";"Santurtzi";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";165,9612;1
534384;"LLS_DEF_0_0_0";"Santurtzi";2;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";4,4;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Gallos - ollarra";"Gallo whiffiagonis";"MEG";"Gallo whiffiagonis";"MEG";0,874698871;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";0,424943823;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Maragota - durdo";"Maragota - durdo";"USB";"Maragota - durdo";"USB";5,3;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";133,44;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";45,24;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Cabracho";"RSE";2,955594406;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";30,14440559;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Remol - Corujo";"Remol - Corujo";"BLL";"Remol - Corujo";"BLL";11,246174625;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Rodaballo";"Rodaballo";"TUR";"Rodaballo";"TUR";6,554545286;1
534385;"GNS_DEF_60-79_0_0";"Bermeo";2;"Triglidos";"Garneo";"GUN";"Garneo";"GUN";4,782710211;1
534392;"LLS_DEF_0_0_0";"Pasaia";2;"Dorada";"Dorada";"SBG";"Dorada";"SBG";1,1;1
534392;"LLS_DEF_0_0_0";"Pasaia";2;"Lubina";"Lubina";"BSS";"Lubina";"BSS";1,97;1
534392;"LLS_DEF_0_0_0";"Pasaia";2;"Sargo";"Sargo";"SWA";"Sargo";"SWA";10,72;1
534394;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cabrilla";"Cabrilla";"CBR";"Cabrilla";"CBR";2,4;1
534394;"GNS_DEF_60-79_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";11,85;1
534394;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";3,79;1
534394;"GNS_DEF_60-79_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato de fango";"UCA";2,9;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cazon";"Cazon";"GAG";"Cazon";"GAG";13,01;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cazon";"Cazon";"GAG";"Musola";"SMD";10,88;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cazon";"Cazon";"GAG";"Musola dentuda - musola estrellada";"SDS";41,38;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";10,23;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";3,77;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado de arena";"Lenguado de arena";"SOS";"Lenguado";"SOL";0,17;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado de arena";"Lenguado de arena";"SOS";"Lenguado de arena";"SOS";5,76;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";1,42;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";14,28;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";2,7;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sargo";"Sargo";"SWA";"Sargo";"SWA";51,06;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sargo breado";"Sargo breado";"SBZ";"Sargo breado";"SBZ";0,75;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sepias y chocos";"Sepia comun";"CTC";"Sepia comun";"CTC";14,2;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Triglidos";"Bejel";"GUU";"Bejel";"GUU";2,24;1
534397;"GNS_DEF_60-79_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato fusco";"COB";6,27;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Breca";"Breca";"PAC";"Breca";"PAC";2,6;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cazon";"Cazon";"GAG";"Musola";"SMD";31,63;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cazon";"Cazon";"GAG";"Musola dentuda - musola estrellada";"SDS";6,97;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";1,8;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Gallos - ollarra";"Gallo boscii";"LDB";"Gallo boscii";"LDB";0,76;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";0,735;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";4,37;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Platija europea";"Platija europea";"FLE";"Platija europea";"FLE";1,26;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";31,01;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Cabracho";"RSE";1,6;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";1,2;1
534398;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sepias y chocos";"Sepia comun";"CTC";"Sepia comun";"CTC";0,7;1
534399;"LLS_DEF_0_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";11,13;1
534399;"LLS_DEF_0_0_0";"Pasaia";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";1,995;1
534399;"LLS_DEF_0_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";2,755;1
534399;"LLS_DEF_0_0_0";"Pasaia";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";1,44;1
534399;"LLS_DEF_0_0_0";"Pasaia";2;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";5,81;1
534399;"LLS_DEF_0_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";8,16;1
534399;"LLS_DEF_0_0_0";"Pasaia";2;"Sepias y chocos";"Sepia comun";"CTC";"Sepia comun";"CTC";0,54;1
534399;"LLS_DEF_0_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato de fango";"UCA";4,3;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cazon";"Cazon";"GAG";"Musola";"SMD";3,92;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Desconocido";"Desconocido";"ZZZ";"Arete oscuro ";"GUM";2,79;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Desconocido";"Desconocido";"ZZZ";"Bejel";"GUU";0,96;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Desconocido";"Desconocido";"ZZZ";"Rubio";"CTZ";0,19;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";24,885;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Maragota - durdo";"Maragota - durdo";"USB";"Maragota - durdo";"USB";20,46;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Rascacio";"BBS";22,61;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rodaballo";"Rodaballo";"TUR";"Rodaballo";"TUR";1,995;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";2,69;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sargo";"Sargo";"SWA";"Sargo";"SWA";6,65;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sepias y chocos";"Sepia comun";"CTC";"Sepia comun";"CTC";96,6;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato de fango";"UCA";1,2;1
534401;"GNS_DEF_60-79_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato fusco";"COB";1,82;1
534436;"PS_SPF_0_0_0";"Getaria";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";8000;1
534436;"PS_SPF_0_0_0";"Getaria";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";65;1
534437;"PS_SPF_0_0_0";"Getaria";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";5500;1
534438;"PS_SPF_0_0_0";"Getaria";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";8300;1
534440;"PS_SPF_0_0_0";"Getaria";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";8500;1
534442;"PS_SPF_0_0_0";"Getaria";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";8300;1
534464;"PS_SPF_0_0_0";"Hondarribia";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";7999,7;1
534465;"PS_SPF_0_0_0";"Hondarribia";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";806,5;1
534466;"PS_SPF_0_0_0";"Hondarribia";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";5335,3;1
534467;"PS_SPF_0_0_0";"Hondarribia";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";7656,8;1
534468;"PS_SPF_0_0_0";"Hondarribia";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";3820,6;1
534502;"PS_SPF_0_0_0";"Ondarroa";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";6121;1
534503;"PS_SPF_0_0_0";"Ondarroa";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";8166;1
534505;"PS_SPF_0_0_0";"Ondarroa";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";9058;1
534505;"PS_SPF_0_0_0";"Ondarroa";2;"Sardina";"Sardina";"PIL";"Sardina";"PIL";994;1
534507;"PS_SPF_0_0_0";"Ondarroa";2;"Anchoa - Boqueron";"Anchoa - Boqueron";"ANE";"Anchoa - Boqueron";"ANE";9114;1
